key;equipmentKey;fault;name;photo;recommandation
-LHXpVp6wAnlQHH3gNzF;-LHXpVhpTDaHaYChPs5G;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzG;-LHXpVhkSoo6-UjfcLDv;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzI;-LHXpVhbW3UXEXbfCS9b;La régulation n’est pas optimisée;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);Optimiser la régulation de l’équipement;
-LHXpVp6wAnlQHH3gNzJ;-LHXpVhQIdHBXUcOGDkX;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzK;-LHXpVgkazBWOir8Cu6T;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzL;-LHXpVgcrAVzkCId6dY8;Absence de variateur de vitesse;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);Mettre en place un variateur de vitesse sur l'équipement;
-LHXpVp6wAnlQHH3gNzM;-LHXpVgazp99MYC7I0G2;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzN;-LHXpVgYpeSohsKOTeAu;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzO;-LHXpVgWdAdVsDOpHCko;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzP;-LHXpVgTRpahNMbkSCB0;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp6wAnlQHH3gNzQ;-LHXpVgMLtfrIObMxjmM;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp7nDhqB4mhFnNG;-LHXpVgFN1WCf_l8nsgg;La régulation n’est pas optimisée;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);Optimiser la régulation de l’équipement;
-LHXpVp7nDhqB4mhFnNH;-LHXpVgCobOu54xld_fA;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp7nDhqB4mhFnNI;-LHXpVg6v2J9F6C6Qf3Q;;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);;
-LHXpVp7nDhqB4mhFnNJ;-LHXpVfII4J53rgKtuAi;La régulation n’est pas optimisée;Tester le bon fonctionnement et l'optimisation des paramètres de régulation (programme horaire, ralenti, courbe de température, zoning,etc.);Optimiser la régulation de l’équipement;
-LHXpVp7nDhqB4mhFnNK;-LHXpVfII4J53rgKtuAi;;Effectuer la mesure de température des fumées;;
-LHXpVp7nDhqB4mhFnNL;-LHXpVfII4J53rgKtuAi;;Mesurer la température d'eau de sortie chaudière;;
-LHXpVp7nDhqB4mhFnNM;-LHXpVfII4J53rgKtuAi;;Analyser les valeurs du ticket de combustion aux valeurs limites réglementaires (CO, CO2, O2, NOx, rendement,etc.);;
-LHXpVp7nDhqB4mhFnNN;-LHXpVfII4J53rgKtuAi;;Analyser le fonctionnement de la cascade chaudières;;
-LHXpVp7nDhqB4mhFnNO;-LHXpVhbW3UXEXbfCS9b;;Mesurer l'écart entre les températures entrées/sorties des circuits hydrauliques;;
-LHXpVp7nDhqB4mhFnNP;-LHXpVgFN1WCf_l8nsgg;;Mesurer l'écart entre les températures entrées/sorties des circuits hydrauliques;;
-LHXpVp7nDhqB4mhFnNQ;-LHXpVfII4J53rgKtuAi;;Mesurer l'écart entre les températures entrées/sorties des circuits hydrauliques;;
-LHXpVp7nDhqB4mhFnNR;-LHXpVfII4J53rgKtuAi;;Analyser les valeurs du ticket de combustion aux valeurs limites réglementaires (CO, CO2, O2, NOx, rendement,etc.);;
-LHXpVp7nDhqB4mhFnNS;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement du contrôleur de débit d'eau;;
-LHXpVp7nDhqB4mhFnNT;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement des organes de sécurité (thermostats, aquastats,etc.);;
-LHXpVp7nDhqB4mhFnNU;-LHXpVfII4J53rgKtuAi;;Analyser le bon fonctionnement du bruleur (marche, arrêt, allures, etc.);;
-LHXpVp7nDhqB4mhFnNV;-LHXpVhTdNci5IgqRVK7;;Si autorisation, tester le bon fonctionnement de l'arrêt d'urgence;;
-LHXpVp7nDhqB4mhFnNW;-LHXpVflc-dgLpOHjPdW;;Si autorisation, tester le bon fonctionnement de l'arrêt d'urgence;;
-LHXpVp7nDhqB4mhFnNX;-LHXpVfII4J53rgKtuAi;;Si autorisation, tester le bon fonctionnement de l'arrêt d'urgence;;
-LHXpVpUJdVZ6ltuCOl7;-LHXpVhbW3UXEXbfCS9b;;Tester la manœuvrabilité des vannes et robinetteries;;
-LHXpVpUJdVZ6ltuCOl8;-LHXpVgkazBWOir8Cu6T;;Tester la manœuvrabilité des vannes et robinetteries;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpUJdVZ6ltuCOl8%2F011814_Photo%2003-05-2018%2010.39.47.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpUJdVZ6ltuCOl9;-LHXpVgFN1WCf_l8nsgg;;Tester la manœuvrabilité des vannes et robinetteries;;
-LHXpVpUJdVZ6ltuCOlA;-LHXpVfII4J53rgKtuAi;;Tester la manœuvrabilité des vannes et robinetteries;;
-LHXpVpUJdVZ6ltuCOlB;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement du contrôleur de débit d'eau;;
-LHXpVpUJdVZ6ltuCOlC;-LHXpVhWqQ3oBvMHKM3v;La régulation n’est pas optimisée;Tester le bon fonctionnement de l'équipement;Optimiser la régulation de l'équipement;
-LHXpVpUJdVZ6ltuCOlD;-LHXpVh4XmE8NCKrKsdL;La régulation n’est pas optimisée;Tester le bon fonctionnement de l'équipement;Optimiser la régulation de l'équipement;
-LHXpVpUJdVZ6ltuCOlE;-LHXpVh2xYiaxov-K5MY;;Tester le bon fonctionnement de l'équipement;;
-LHXpVpVE0cuP1o7wAT6;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement de l'équipement;;
-LHXpVpVE0cuP1o7wAT7;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement de la pompe de recyclage;;
-LHXpVpVE0cuP1o7wAT8;-LHXpVhbW3UXEXbfCS9b;;Tester le bon fonctionnement des organes de sécurité (thermostats, aquastats,etc.);;
-LHXpVpVE0cuP1o7wAT9;-LHXpVgkazBWOir8Cu6T;;Tester le bon fonctionnement des organes de sécurité (thermostats, aquastats,etc.);;
-LHXpVpVE0cuP1o7wATA;-LHXpVgFN1WCf_l8nsgg;;Tester le bon fonctionnement des organes de sécurité (thermostats, aquastats,etc.);;
-LHXpVpVE0cuP1o7wATB;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement des organes de sécurité (thermostats, aquastats,etc.);;
-LHXpVpVE0cuP1o7wATC;-LHXpVfII4J53rgKtuAi;;Tester le réglage et la régulation des vannes / servomoteurs;;
-LHXpVpfkwhtbq3fvAJN;-LHXpVfII4J53rgKtuAi;;Tester le bon fonctionnement des pressostats (pression, surpression, encrassement, débit,etc.);;
-LHXpVpfkwhtbq3fvAJO;-LHXpVfII4J53rgKtuAi;;Analyser la cohérence entre la température de sortie chaudière et la courbe de régulation;;
-LHXpVpfkwhtbq3fvAJP;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état des appareils de mesures et de contrôles (voir aide);;
-LHXpVpfkwhtbq3fvAJQ;-LHXpVgrquB1kJbEshQ3;;Contrôler la présence, l'état et l'emplacement de la sonde extérieure (idéal Nord ou Nord-Est hors Abri);;
-LHXpVpfkwhtbq3fvAJR;-LHXpVfII4J53rgKtuAi;;Contrôler la présence, l'état et l'emplacement de la sonde extérieure (idéal Nord ou Nord-Est hors Abri);;
-LHXpVpfkwhtbq3fvAJS;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état de la robinetterie, des organes de vidange et des canalisations d'évacuation;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpfkwhtbq3fvAJS%2F011793_Photo%2003-05-2018%2008.48.54.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpfkwhtbq3fvAJT;-LHXpVgrquB1kJbEshQ3;;Contrôler l'état des canalisations gaz (vétusté, aspect, impacts, couleur conventionnelle jaune,sens du fluide, etc.);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpfkwhtbq3fvAJT%2F011816_Photo%2003-05-2018%2010.19.32.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpfkwhtbq3fvAJU;-LHXpVg9z_kOzpTih7fa;;Contrôler l'état des canalisations gaz (vétusté, aspect, impacts, couleur conventionnelle jaune,sens du fluide, etc.);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpfkwhtbq3fvAJU%2F011799_Photo%2003-05-2018%2008.54.53.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpfkwhtbq3fvAJV;-LHXpVg5qOKxtZRgDb8t;;Contrôler l'état des canalisations gaz (vétusté, aspect, impacts, couleur conventionnelle jaune,sens du fluide, etc.);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpfkwhtbq3fvAJV%2F011797_Photo%2003-05-2018%2008.44.29.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpfkwhtbq3fvAJW;-LHXpVfII4J53rgKtuAi;;Contrôler l'état des canalisations gaz (vétusté, aspect, impacts, couleur conventionnelle jaune,sens du fluide, etc.);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpfkwhtbq3fvAJW%2F011793_Photo%2003-05-2018%2008.47.12.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpfkwhtbq3fvAJX;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état d'un bac de rétention;;
-LHXpVpg_-Yppil6bOAY;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état des appareils de mesures et de contrôles (voir aide);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpg_-Yppil6bOAY%2F011793_Photo%2003-05-2018%2009.01.37.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpg_-Yppil6bOAZ;-LHXpVgrquB1kJbEshQ3;;Contrôler la présence et l'état des alimentations gaz des générateurs;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpg_-Yppil6bOAZ%2F011816_Photo%2003-05-2018%2010.22.09.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpg_-Yppil6bOA_;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état des alimentations gaz des générateurs;;
-LHXpVpg_-Yppil6bOAa;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état des appareils de mesures et de contrôles (voir aide);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpg_-Yppil6bOAa%2F011793_Photo%2003-05-2018%2010.56.46.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpg_-Yppil6bOAb;-LHXpVfII4J53rgKtuAi;;Contrôler la présence et l'état des appareils de mesures et de contrôles (voir aide);;
-LHXpVpg_-Yppil6bOAc;-LHXpVgrquB1kJbEshQ3;;Contrôler la présence de bordereau de suivi DIS;;
-LHXpVpg_-Yppil6bOAd;-LHXpVfII4J53rgKtuAi;;Contrôler la présence de bordereau de suivi DIS;;
-LHXpVpg_-Yppil6bOAf;-LHXpVfII4J53rgKtuAi;La pression gaz est supérieur à la valeur de référence (20 ou 300 mbar);Contrôler que la pression gaz correspond à la valeur de référence (20 ou 300 mbar);https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpg_-Yppil6bOAf%2F011793_Photo%2003-05-2018%2010.57.56.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;Ajuster la pression gaz à la valeur de référence (20 ou 300 mbar)
-LHXpVpg_-Yppil6bOAg;-LHXpVhmqap8Maj7E7Ph;Absence d’analyse physico-chimiques de l’installation;Analyser les mesures physico chimique et bactériologique de l'eau (pH, TH, TAC,etc.);Réaliser une analyse physico-chimiques du réseau;
-LHXpVpg_-Yppil6bOAh;-LHXpVhbW3UXEXbfCS9b;Absence d’analyse physico-chimiques de l’installation;Analyser les mesures physico chimique et bactériologique de l'eau (pH, TH, TAC,etc.);Réaliser une analyse physico-chimiques du réseau;
-LHXpVpg_-Yppil6bOAi;-LHXpVgkazBWOir8Cu6T;;Analyser les mesures physico chimique et bactériologique de l'eau (pH, TH, TAC,etc.);;
-LHXpVpg_-Yppil6bOAj;-LHXpVgK1uT9Cn3zKQeW;;Analyser les mesures physico chimique et bactériologique de l'eau (pH, TH, TAC,etc.);;
-LHXpVpg_-Yppil6bOAk;-LHXpVgFN1WCf_l8nsgg;Absence d’analyse physico-chimiques de l’installation;Analyser les mesures physico chimique et bactériologique de l'eau (pH, TH, TAC,etc.);Réaliser une analyse physico-chimiques du réseau;
-LHXpVpg_-Yppil6bOAl;-LHXpVfII4J53rgKtuAi;Absence d’analyse physico-chimiques de l’installation;Analyser les mesures physico chimique et bactériologique de l'eau (pH, TH, TAC,etc.);Réaliser une analyse physico-chimiques du réseau;
-LHXpVpg_-Yppil6bOAm;-LHXpVfII4J53rgKtuAi;;Mesurer l'efficacité énergétique des chaudières alimentées en combustible gazeux;;
-LHXpVpkhNtRKRL2S5FB;-LHXpVhxHwD48X0vbdzV;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FC;-LHXpVhuZgzt8F6bIQf6;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FD;-LHXpVhpTDaHaYChPs5G;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FE;-LHXpVhkSoo6-UjfcLDv;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FF;-LHXpVhQIdHBXUcOGDkX;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FG;-LHXpVgkazBWOir8Cu6T;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FH;-LHXpVgcrAVzkCId6dY8;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FI;-LHXpVgazp99MYC7I0G2;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FJ;-LHXpVgYpeSohsKOTeAu;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FK;-LHXpVgWdAdVsDOpHCko;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FL;-LHXpVgTRpahNMbkSCB0;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FM;-LHXpVgMLtfrIObMxjmM;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FN;-LHXpVgCobOu54xld_fA;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FO;-LHXpVg6v2J9F6C6Qf3Q;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FP;-LHXpVfxOjQMM5X0wrLT;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FQ;-LHXpVfII4J53rgKtuAi;;Mesurer et analyser l'adéquation entre les grandeurs physiques de l'équipement (fréquence, tension et intensité) et les protections associées;;
-LHXpVpkhNtRKRL2S5FR;-LHXpVfII4J53rgKtuAi;;"Tester la mise en sécurité gaz lors du défaut ""débit mini eau"" entrée chaudière";;
-LHXpVpkhNtRKRL2S5FS;-LHXpVfII4J53rgKtuAi;;Tester le pressostat mini/maxi gaz et les sécurités associées;;
-LHXpVpls8ia-T-RXTaC;-LHXpVflc-dgLpOHjPdW;;Contrôler l'absence de départ en défaut d'isolement (voyant sur 1er défaut);;
-LHXpVpuyk7wHu2xOKZS;-LHXpVhxHwD48X0vbdzV;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZT;-LHXpVhuZgzt8F6bIQf6;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZU;-LHXpVhpTDaHaYChPs5G;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZV;-LHXpVhmqap8Maj7E7Ph;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZW;-LHXpVhkSoo6-UjfcLDv;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZX;-LHXpVhbW3UXEXbfCS9b;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZY;-LHXpVhWqQ3oBvMHKM3v;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZZ;-LHXpVhTdNci5IgqRVK7;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZ_;-LHXpVhQIdHBXUcOGDkX;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZa;-LHXpVhJ_BRIGkPZOtJu;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZb;-LHXpVhFhu2T-LIIodhj;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZc;-LHXpVhCx9ZRmMZPM37Z;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZd;-LHXpVh7IUBx6ITanjU1;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZe;-LHXpVh4XmE8NCKrKsdL;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZf;-LHXpVgkazBWOir8Cu6T;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZg;-LHXpVgfwd7dPLO16XbZ;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpuyk7wHu2xOKZh;-LHXpVgcrAVzkCId6dY8;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjiZ;-LHXpVgazp99MYC7I0G2;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwji_;-LHXpVgYpeSohsKOTeAu;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjia;-LHXpVgWdAdVsDOpHCko;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjib;-LHXpVgTRpahNMbkSCB0;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjic;-LHXpVgMLtfrIObMxjmM;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjid;-LHXpVgK1uT9Cn3zKQeW;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjie;-LHXpVgFN1WCf_l8nsgg;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjif;-LHXpVgCobOu54xld_fA;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjig;-LHXpVg6v2J9F6C6Qf3Q;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjih;-LHXpVfxOjQMM5X0wrLT;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjii;-LHXpVflc-dgLpOHjPdW;;Analyser l'adéquation entre l'installation, son utilisation et les pièces de rechange;;
-LHXpVpvTbfzQVsjwjij;-LHXpVhTdNci5IgqRVK7;;Contrôler l'emplacement disponible et/ou le nombre de départs en réserve;;
-LHXpVpvTbfzQVsjwjik;-LHXpVhFhu2T-LIIodhj;;Contrôler l'emplacement disponible et/ou le nombre de départs en réserve;;
-LHXpVpvTbfzQVsjwjil;-LHXpVh7IUBx6ITanjU1;;Contrôler l'emplacement disponible et/ou le nombre de départs en réserve;;
-LHXpVpvTbfzQVsjwjim;-LHXpVflc-dgLpOHjPdW;;Contrôler l'emplacement disponible et/ou le nombre de départs en réserve;;
-LHXpVpvTbfzQVsjwjin;-LHXpVhuZgzt8F6bIQf6;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjio;-LHXpVhpTDaHaYChPs5G;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjip;-LHXpVhTdNci5IgqRVK7;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjiq;-LHXpVhFhu2T-LIIodhj;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjir;-LHXpVgTRpahNMbkSCB0;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjis;-LHXpVgCobOu54xld_fA;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjit;-LHXpVg6v2J9F6C6Qf3Q;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;;
-LHXpVpvTbfzQVsjwjiu;-LHXpVflc-dgLpOHjPdW;;Contrôler l'étanchéité de l'enveloppe et des presses étoupes;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpvTbfzQVsjwjiu%2F011794_Photo%2003-05-2018%2011.03.12.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpw4Rb3LT22Gjdz;-LHXpVhFhu2T-LIIodhj;;Contrôler la présence, l'état et le repérage des câbles, borniers et connecteurs;;
-LHXpVpw4Rb3LT22Gje-;-LHXpVgK1uT9Cn3zKQeW;;Contrôler la présence, l'état et le repérage des câbles, borniers et connecteurs;;
-LHXpVpx0-uTvfThBzmD;-LHXpVflc-dgLpOHjPdW;;Contrôler la présence, l'état et le repérage des câbles, borniers et connecteurs;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpx0-uTvfThBzmD%2F011794_Photo%2003-05-2018%2011.03.26.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpx0-uTvfThBzmE;-LHXpVhFhu2T-LIIodhj;;Contrôler l'état et la possibilité de condamnation de l'organe de coupure en tête;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpx0-uTvfThBzmE%2F011825_Photo%2003-05-2018%2011.23.50.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVpx0-uTvfThBzmF;-LHXpVflc-dgLpOHjPdW;;Contrôler l'état et la possibilité de condamnation de l'organe de coupure en tête;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpx0-uTvfThBzmF%2F011794_Photo%2003-05-2018%2011.02.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signatur;
-LHXpVpx0-uTvfThBzmG;-LHXpVflc-dgLpOHjPdW;;Contrôler la présence et l'état de la barrette de neutre au sectionneur;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVpx0-uTvfThBzmG%2F011794_Photo%2003-05-2018%2011.03.42.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVq1BTgMHdSZ8N7a;-LHXpVhTdNci5IgqRVK7;;Contrôler la présence d'un arrêt d'urgence de l'équipement à proximité si l'armoire de commande n'est pas visible;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVq1BTgMHdSZ8N7a%2F011829_Photo%2003-05-2018%2012.00.54.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
-LHXpVq2UED5y8CcCf1g;-LHXpVhNEsNov1Sz4mcz;;Contrôler la présence de document à jour attestant les vérifications annuelles réglementaires;https://storage.googleapis.com/test-technique-beeldi.appspot.com/Checkpoints%2F-LHXpVq2UED5y8CcCf1g%2F011827_Photo%2003-05-2018%2011.33.54.jpg?GoogleAccessId=firebase-adminsdk-d81iz%40test-technique-beeldi.iam.gserviceaccount.com&Expires=16731702000&Signa;
